Date of data,Trading partner code,Trading partner,Locations of importers and exporters code,Locations of importers and exporters,US dollar,
202505,232,Morocco,53,Yunnan Province,"1,842,977",
202505,232,Morocco,61,Shaanxi Province,"408,234",
202505,233,Mozambique,11,Beijing,"43,117",
202505,233,Mozambique,12,Tianjin,"15,648",
202505,233,Mozambique,31,Shanghai Province,"1,316,486",
202505,233,Mozambique,32,Jiangsu Province,"18,851,834",
202505,233,Mozambique,33,Zhejiang Province,"7,047,752",
202505,233,Mozambique,34,Anhui Province,"305,655",
202505,233,Mozambique,35,Fujian Province,"19,680,056",
202505,233,Mozambique,36,Jiangxi Province,"1,108,923",
202505,233,Mozambique,37,Shandong Province,"14,550,808",
202505,233,Mozambique,41,Henan Province,"271,905",
202505,233,Mozambique,42,Hubei Province,"8,400",
202505,233,Mozambique,43,Hunan Province,"17,863,996",
202505,233,Mozambique,44,Guangdong Province,"13,862,833",
202505,233,Mozambique,45,Guangxi Zhuang Autonomous Region,"5,439,857",
202505,233,Mozambique,51,Sichuan Province,24,
202505,234,Namibia,11,Beijing,"116,232,910",
202505,234,Namibia,12,Tianjin,"2,306",
202505,234,Namibia,13,Hebei Province,"151,184",
202505,234,Namibia,21,Liaoning Province,11,
202505,234,Namibia,31,Shanghai Province,"12,072,536",
202505,234,Namibia,32,Jiangsu Province,"48,152",
202505,234,Namibia,33,Zhejiang Province,"1,057,937",
202505,234,Namibia,34,Anhui Province,"311,706",
202505,234,Namibia,35,Fujian Province,"14,043,808",
202505,234,Namibia,36,Jiangxi Province,"130,437",
202505,234,Namibia,37,Shandong Province,"1,460",
202505,234,Namibia,42,Hubei Province,"41,238",
202505,234,Namibia,43,Hunan Province,"14,419",
202505,234,Namibia,44,Guangdong Province,"1,627,737",
202505,234,Namibia,53,Yunnan Province,"41,098",
202505,234,Namibia,61,Shaanxi Province,"122,266",
202505,235,Niger,11,Beijing,"2,612,113",
202505,235,Niger,12,Tianjin,"3,285,711",
202505,235,Niger,31,Shanghai Province,"401,205",
202505,235,Niger,32,Jiangsu Province,"2,860,524",
202505,235,Niger,33,Zhejiang Province,"1,834,418",
202505,235,Niger,34,Anhui Province,"7,291,216",
202505,235,Niger,35,Fujian Province,"19,537,786",
202505,235,Niger,37,Shandong Province,"12,730,037",
202505,235,Niger,41,Henan Province,"454,438",
202505,235,Niger,42,Hubei Province,"271,206",
202505,235,Niger,43,Hunan Province,"684,235",
202505,235,Niger,44,Guangdong Province,"1,186,987",
202505,235,Niger,45,Guangxi Zhuang Autonomous Region,"329,722",
202505,235,Niger,51,Sichuan Province,"342,934",
202505,236,Nigeria,11,Beijing,"72,272,240",
202505,236,Nigeria,12,Tianjin,"888,520",
202505,236,Nigeria,13,Hebei Province,"421,712",
202505,236,Nigeria,21,Liaoning Province,"75,025",
202505,236,Nigeria,22,Jilin Province,"578,234",
202505,236,Nigeria,31,Shanghai Province,"9,015,456",
202505,236,Nigeria,32,Jiangsu Province,"6,556,513",
202505,236,Nigeria,33,Zhejiang Province,"22,851,273",
202505,236,Nigeria,34,Anhui Province,"3,337,697",
202505,236,Nigeria,35,Fujian Province,"11,077,018",
202505,236,Nigeria,36,Jiangxi Province,"36,683,353",
202505,236,Nigeria,37,Shandong Province,"1,941,672",
202505,236,Nigeria,41,Henan Province,"2,116,322",
202505,236,Nigeria,42,Hubei Province,"314,418",
202505,236,Nigeria,43,Hunan Province,"5,661,942",
202505,236,Nigeria,44,Guangdong Province,"49,119,458",
202505,236,Nigeria,45,Guangxi Zhuang Autonomous Region,"4,739,428",
202505,236,Nigeria,46,Hainan Province,"2,114,855",
202505,236,Nigeria,50,Chongqing,"17,007",
202505,236,Nigeria,51,Sichuan Province,"4,196,899",
202505,236,Nigeria,53,Yunnan Province,"18,230,595",
202505,236,Nigeria,61,Shaanxi Province,350,
202505,237,Réunion,31,Shanghai Province,36,
202505,237,Réunion,37,Shandong Province,180,
202505,237,Réunion,44,Guangdong Province,66,
202505,238,Rwanda,11,Beijing,"2,916",
202505,238,Rwanda,13,Hebei Province,"48,829",
202505,238,Rwanda,31,Shanghai Province,"975,652",
202505,238,Rwanda,32,Jiangsu Province,"143,399",
202505,238,Rwanda,33,Zhejiang Province,"471,858",
202505,238,Rwanda,35,Fujian Province,"726,634",
202505,238,Rwanda,36,Jiangxi Province,"6,129,586",
202505,238,Rwanda,37,Shandong Province,150,
202505,238,Rwanda,43,Hunan Province,"3,036,168",
202505,238,Rwanda,44,Guangdong Province,"238,305",
202505,238,Rwanda,51,Sichuan Province,"136,574",
202505,238,Rwanda,53,Yunnan Province,"1,003,527",
202505,238,Rwanda,64,Ningxia Hui Autonomous Region,"2,745,808",
202505,239,Sao Tome and Principe,31,Shanghai Province,601,
202505,239,Sao Tome and Principe,32,Jiangsu Province,"12,923",
202505,239,Sao Tome and Principe,43,Hunan Province,42,
202505,240,Senegal,11,Beijing,"20,408,973",
202505,240,Senegal,12,Tianjin,"398,617",
202505,240,Senegal,31,Shanghai Province,"366,772",
202505,240,Senegal,32,Jiangsu Province,"1,424,865",
202505,240,Senegal,33,Zhejiang Province,"2,266,570",
202505,240,Senegal,34,Anhui Province,"8,505,099",
202505,240,Senegal,35,Fujian Province,"666,809",
202505,240,Senegal,36,Jiangxi Province,"185,182",
202505,240,Senegal,37,Shandong Province,"232,729",
202505,240,Senegal,41,Henan Province,"1,653,295",
202505,240,Senegal,44,Guangdong Province,"345,101",
202505,240,Senegal,46,Hainan Province,"3,349,235",
202505,241,Seychelles,31,Shanghai Province,48,
202505,241,Seychelles,33,Zhejiang Province,33,
202505,241,Seychelles,35,Fujian Province,"19,642",
202505,241,Seychelles,44,Guangdong Province,"117,729",
202505,242,Sierra Leone,11,Beijing,"103,509",
202505,242,Sierra Leone,13,Hebei Province,"6,970,406",
202505,242,Sierra Leone,31,Shanghai Province,"14,457,203",
202505,242,Sierra Leone,32,Jiangsu Province,"587,731",
202505,242,Sierra Leone,33,Zhejiang Province,"21,183,880",
202505,242,Sierra Leone,35,Fujian Province,"3,820,210",
202505,242,Sierra Leone,37,Shandong Province,"27,232,242",
202505,242,Sierra Leone,43,Hunan Province,"17,697,206",
202505,242,Sierra Leone,44,Guangdong Province,"3,651,205",
202505,242,Sierra Leone,45,Guangxi Zhuang Autonomous Region,"2,584,200",
202505,242,Sierra Leone,46,Hainan Province,"5,761,397",
202505,242,Sierra Leone,51,Sichuan Province,358,
202505,243,Somalia,11,Beijing,30,
202505,243,Somalia,12,Tianjin,"38,617",
202505,243,Somalia,31,Shanghai Province,"18,134",
202505,243,Somalia,32,Jiangsu Province,"1,259",
202505,243,Somalia,33,Zhejiang Province,68,
202505,243,Somalia,37,Shandong Province,"28,208",
202505,243,Somalia,44,Guangdong Province,"10,772",
202505,243,Somalia,50,Chongqing,"37,500",
202505,244,South Africa,11,Beijing,"1,174,655,038",
202505,244,South Africa,12,Tianjin,"21,225,842",
202505,244,South Africa,13,Hebei Province,"67,103,257",
202505,244,South Africa,14,Shanxi Province,"70,045,170",
202505,244,South Africa,15,Inner Mongolia Autonomous Region,"11,421,507",
202505,244,South Africa,21,Liaoning Province,"51,299,941",
202505,244,South Africa,22,Jilin Province,770,
202505,244,South Africa,23,Heilongjiang Province,"77,344",
202505,244,South Africa,31,Shanghai Province,"807,433,779",
202505,244,South Africa,32,Jiangsu Province,"92,172,639",
202505,244,South Africa,33,Zhejiang Province,"200,439,397",
202505,244,South Africa,34,Anhui Province,"44,565,126",
202505,244,South Africa,35,Fujian Province,"148,579,250",
202505,244,South Africa,36,Jiangxi Province,"14,849,149",
202505,244,South Africa,37,Shandong Province,"58,788,200",
202505,244,South Africa,41,Henan Province,"7,294,255",
202505,244,South Africa,42,Hubei Province,"50,167,806",
202505,244,South Africa,43,Hunan Province,"146,131,968",
202505,244,South Africa,44,Guangdong Province,"176,855,962",
202505,244,South Africa,45,Guangxi Zhuang Autonomous Region,"62,176,515",
202505,244,South Africa,46,Hainan Province,"73,486,564",
202505,244,South Africa,50,Chongqing,"15,233,903",
202505,244,South Africa,51,Sichuan Province,"42,457,045",
202505,244,South Africa,52,Guizhou Province,"978,195",
202505,244,South Africa,53,Yunnan Province,"4,640,873",
202505,244,South Africa,61,Shaanxi Province,"2,585,360",
202505,244,South Africa,62,Gansu Province,"24,875,509",
202505,244,South Africa,64,Ningxia Hui Autonomous Region,"7,577,384",
202505,244,South Africa,65,Xinjiang Uygur Autonomous Region,"2,470,357",
202505,245,Western Sahara,33,Zhejiang Province,16,
202505,245,Western Sahara,44,Guangdong Province,141,
202505,246,Sudan,11,Beijing,20,
202505,246,Sudan,13,Hebei Province,"53,460",
202505,246,Sudan,31,Shanghai Province,817,
202505,246,Sudan,34,Anhui Province,"3,224,592",
202505,246,Sudan,35,Fujian Province,"417,847",
202505,246,Sudan,37,Shandong Province,"820,724",
202505,246,Sudan,41,Henan Province,"24,316",
202505,246,Sudan,44,Guangdong Province,"243,220",
202505,247,Tanzania,11,Beijing,"5,648,689",
202505,247,Tanzania,12,Tianjin,"6,202,619",
202505,247,Tanzania,13,Hebei Province,"1,631,605",
202505,247,Tanzania,21,Liaoning Province,1,
202505,247,Tanzania,31,Shanghai Province,"1,265,341",
202505,247,Tanzania,32,Jiangsu Province,"1,925,603",
202505,247,Tanzania,33,Zhejiang Province,"2,830,970",
202505,247,Tanzania,34,Anhui Province,"53,856",
202505,247,Tanzania,35,Fujian Province,"1,583,522",
202505,247,Tanzania,36,Jiangxi Province,"4,214,496",
202505,247,Tanzania,37,Shandong Province,"3,412,281",
202505,247,Tanzania,41,Henan Province,"1,094,902",
202505,247,Tanzania,42,Hubei Province,"871,070",
202505,247,Tanzania,43,Hunan Province,"582,516",
202505,247,Tanzania,44,Guangdong Province,"5,617,951",
202505,247,Tanzania,45,Guangxi Zhuang Autonomous Region,"115,306",
202505,247,Tanzania,46,Hainan Province,"259,136",
202505,247,Tanzania,51,Sichuan Province,87,
202505,247,Tanzania,53,Yunnan Province,"629,670",
202505,247,Tanzania,61,Shaanxi Province,"33,281",
202505,247,Tanzania,65,Xinjiang Uygur Autonomous Region,"65,813",
202505,248,Togo,11,Beijing,"1,082,815",
202505,248,Togo,12,Tianjin,"989,281",
202505,248,Togo,31,Shanghai Province,"3,890,580",
202505,248,Togo,32,Jiangsu Province,"913,732",
202505,248,Togo,33,Zhejiang Province,"7,554,540",
202505,248,Togo,34,Anhui Province,"5,260,907",
202505,248,Togo,35,Fujian Province,"2,213,731",
202505,248,Togo,36,Jiangxi Province,"348,008",
202505,248,Togo,37,Shandong Province,"7,263,775",
202505,248,Togo,41,Henan Province,"290,669",
202505,248,Togo,42,Hubei Province,"578,102",
202505,248,Togo,43,Hunan Province,"309,415",
202505,248,Togo,44,Guangdong Province,"1,048,995",
202505,248,Togo,45,Guangxi Zhuang Autonomous Region,"432,719",
202505,248,Togo,46,Hainan Province,"58,254,975",
202505,249,Tunisia,11,Beijing,"1,372,015",
202505,249,Tunisia,12,Tianjin,"75,482",
202505,249,Tunisia,13,Hebei Province,"566,900",
202505,249,Tunisia,15,Inner Mongolia Autonomous Region,"98,348",
202505,249,Tunisia,21,Liaoning Province,"899,773",
202505,249,Tunisia,22,Jilin Province,"218,938",
202505,249,Tunisia,23,Heilongjiang Province,"69,407",
202505,249,Tunisia,31,Shanghai Province,"7,456,791",
202505,249,Tunisia,32,Jiangsu Province,"1,446,726",
202505,249,Tunisia,33,Zhejiang Province,"2,880,139",
202505,249,Tunisia,34,Anhui Province,"23,513",
202505,249,Tunisia,35,Fujian Province,"746,956",
202505,249,Tunisia,36,Jiangxi Province,"1,795,763",
202505,249,Tunisia,37,Shandong Province,"222,525",
202505,249,Tunisia,41,Henan Province,"28,722",
202505,249,Tunisia,42,Hubei Province,"126,579",
202505,249,Tunisia,43,Hunan Province,"46,056",
202505,249,Tunisia,44,Guangdong Province,"2,617,093",
202505,249,Tunisia,45,Guangxi Zhuang Autonomous Region,"5,399",
202505,249,Tunisia,46,Hainan Province,"676,186",
202505,249,Tunisia,50,Chongqing,"136,472",
202505,249,Tunisia,51,Sichuan Province,"153,435",
202505,249,Tunisia,61,Shaanxi Province,"87,745",
202505,250,Uganda,11,Beijing,"2,569,596",
202505,250,Uganda,12,Tianjin,"220,038",
202505,250,Uganda,13,Hebei Province,"99,116",
202505,250,Uganda,21,Liaoning Province,"542,000",
202505,250,Uganda,31,Shanghai Province,"1,622,968",
202505,250,Uganda,32,Jiangsu Province,"1,236,790",
202505,250,Uganda,33,Zhejiang Province,"795,008",
202505,250,Uganda,35,Fujian Province,"1,251,507",
202505,250,Uganda,37,Shandong Province,"1,380,225",
202505,250,Uganda,42,Hubei Province,"192,645",
202505,250,Uganda,43,Hunan Province,"1,020,000",
202505,250,Uganda,44,Guangdong Province,"1,419,930",
202505,250,Uganda,45,Guangxi Zhuang Autonomous Region,"294,420",
202505,250,Uganda,46,Hainan Province,"79,366",
202505,250,Uganda,50,Chongqing,"1,864,448",
202505,250,Uganda,51,Sichuan Province,"598,659",
202505,250,Uganda,53,Yunnan Province,"849,829",
202505,251,Burkina Faso,11,Beijing,"2,887,725",
202505,251,Burkina Faso,12,Tianjin,"813,608",
202505,251,Burkina Faso,13,Hebei Province,"2,738,996",
202505,251,Burkina Faso,31,Shanghai Province,"10,808",
202505,251,Burkina Faso,32,Jiangsu Province,4,
202505,251,Burkina Faso,33,Zhejiang Province,"2,746",
202505,251,Burkina Faso,34,Anhui Province,"283,659",
202505,251,Burkina Faso,35,Fujian Province,33,
202505,251,Burkina Faso,37,Shandong Province,"2,960,250",
202505,251,Burkina Faso,41,Henan Province,"345,223",
202505,251,Burkina Faso,42,Hubei Province,"270,193",
202505,251,Burkina Faso,44,Guangdong Province,"115,121",
202505,252,Democratic Republic of Congo,11,Beijing,85,
202505,252,Democratic Republic of Congo,12,Tianjin,"5,702,448",
202505,252,Democratic Republic of Congo,13,Hebei Province,"10,887,189",
202505,252,Democratic Republic of Congo,15,Inner Mongolia Autonomous Region,"13,209,158",
202505,252,Democratic Republic of Congo,23,Heilongjiang Province,"3,241,975",
202505,252,Democratic Republic of Congo,31,Shanghai Province,"86,159,984",
202505,252,Democratic Republic of Congo,32,Jiangsu Province,"86,176,613",
202505,252,Democratic Republic of Congo,33,Zhejiang Province,"509,055,160",
202505,252,Democratic Republic of Congo,34,Anhui Province,"22,156,379",
202505,252,Democratic Republic of Congo,35,Fujian Province,"153,933,167",
202505,252,Democratic Republic of Congo,36,Jiangxi Province,"58,236,970",
202505,252,Democratic Republic of Congo,37,Shandong Province,"72,493,010",
202505,252,Democratic Republic of Congo,41,Henan Province,"26,734,195",
202505,252,Democratic Republic of Congo,42,Hubei Province,"95,596,867",
202505,252,Democratic Republic of Congo,43,Hunan Province,"76,293,852",
202505,252,Democratic Republic of Congo,44,Guangdong Province,"137,069,302",
202505,252,Democratic Republic of Congo,45,Guangxi Zhuang Autonomous Region,"127,312,268",
202505,252,Democratic Republic of Congo,46,Hainan Province,"3,964",
202505,252,Democratic Republic of Congo,50,Chongqing,"5,983,426",
202505,252,Democratic Republic of Congo,51,Sichuan Province,"26,006,249",
202505,252,Democratic Republic of Congo,52,Guizhou Province,"5,205,456",
202505,252,Democratic Republic of Congo,53,Yunnan Province,"80,290,382",
202505,252,Democratic Republic of Congo,61,Shaanxi Province,"24,992,298",
202505,252,Democratic Republic of Congo,62,Gansu Province,"63,490,585",
202505,252,Democratic Republic of Congo,64,Ningxia Hui Autonomous Region,"2,726,567",
202505,253,Zambia,11,Beijing,"25,406,286",
202505,253,Zambia,12,Tianjin,2,
202505,253,Zambia,13,Hebei Province,"561,046",
202505,253,Zambia,31,Shanghai Province,"37,868,707",
202505,253,Zambia,32,Jiangsu Province,"26,748,402",
202505,253,Zambia,33,Zhejiang Province,"38,681,684",
202505,253,Zambia,34,Anhui Province,"89,546,031",
202505,253,Zambia,35,Fujian Province,"18,471,187",
202505,253,Zambia,36,Jiangxi Province,"32,723,216",
202505,253,Zambia,37,Shandong Province,"97,428,480",
202505,253,Zambia,41,Henan Province,"3,732,157",
202505,253,Zambia,42,Hubei Province,"2,206,126",
202505,253,Zambia,43,Hunan Province,"1,001,051",
202505,253,Zambia,44,Guangdong Province,"59,869,813",
202505,253,Zambia,45,Guangxi Zhuang Autonomous Region,"41,052,821",
202505,253,Zambia,46,Hainan Province,"23,762",
202505,253,Zambia,50,Chongqing,"3,021,048",
202505,253,Zambia,51,Sichuan Province,"1,157,706",
202505,253,Zambia,52,Guizhou Province,"23,805,694",
202505,253,Zambia,53,Yunnan Province,"120,529",
202505,253,Zambia,61,Shaanxi Province,"478,765",
202505,253,Zambia,62,Gansu Province,"18,253,943",
202505,254,Zimbabwe,11,Beijing,"241,505,127",
202505,254,Zimbabwe,12,Tianjin,"953,269",
202505,254,Zimbabwe,13,Hebei Province,"1,536,052",
202505,254,Zimbabwe,14,Shanxi Province,"6,710,124",
202505,254,Zimbabwe,21,Liaoning Province,"1,377,207",
202505,254,Zimbabwe,31,Shanghai Province,"1,182,886",
202505,254,Zimbabwe,32,Jiangsu Province,"5,033,488",
202505,254,Zimbabwe,33,Zhejiang Province,"18,729,773",
202505,254,Zimbabwe,34,Anhui Province,"1,187,175",
202505,254,Zimbabwe,35,Fujian Province,"14,004,405",
202505,254,Zimbabwe,36,Jiangxi Province,"202,757",
202505,254,Zimbabwe,37,Shandong Province,"53,543",
202505,254,Zimbabwe,42,Hubei Province,"116,831",
202505,254,Zimbabwe,43,Hunan Province,"1,388,140",
202505,254,Zimbabwe,44,Guangdong Province,"2,254,281",
202505,254,Zimbabwe,45,Guangxi Zhuang Autonomous Region,"10,194,871",
202505,254,Zimbabwe,46,Hainan Province,"24,980,920",
202505,254,Zimbabwe,51,Sichuan Province,"21,236,159",
202505,255,Lesotho,11,Beijing,25,
202505,255,Lesotho,31,Shanghai Province,"126,049",
202505,255,Lesotho,32,Jiangsu Province,"3,047,506",
202505,255,Lesotho,33,Zhejiang Province,"2,301,890",
202505,255,Lesotho,44,Guangdong Province,"8,074",
202505,256,Melilla,33,Zhejiang Province,5,
202505,257,Swaziland,11,Beijing,265,
202505,257,Swaziland,31,Shanghai Province,"18,206",
202505,257,Swaziland,32,Jiangsu Province,260,
202505,257,Swaziland,33,Zhejiang Province,"2,329",
202505,257,Swaziland,37,Shandong Province,869,
202505,257,Swaziland,44,Guangdong Province,"160,927",
202505,258,Eritrea,11,Beijing,"1,080",
202505,258,Eritrea,31,Shanghai Province,"9,302,854",
202505,258,Eritrea,32,Jiangsu Province,"10,238,416",
202505,258,Eritrea,37,Shandong Province,"29,332,622",
202505,258,Eritrea,42,Hubei Province,"33,626,794",
202505,258,Eritrea,44,Guangdong Province,"10,235",
202505,259,Mayotte,12,Tianjin,180,
202505,259,Mayotte,33,Zhejiang Province,5,
202505,259,Mayotte,44,Guangdong Province,24,
202505,260,South Sudan,11,Beijing,5,
202505,260,South Sudan,44,Guangdong Province,49,
202505,261,French Southern Territories,31,Shanghai Province,883,
202505,263,Saint Helena,37,Shandong Province,1,
202505,299,Other African Territories,44,Guangdong Province,84,
202505,301,Belgium,11,Beijing,"90,714,106",
202505,301,Belgium,12,Tianjin,"8,624,631",
202505,301,Belgium,13,Hebei Province,"30,604,234",
202505,301,Belgium,14,Shanxi Province,"245,534",
202505,301,Belgium,15,Inner Mongolia Autonomous Region,"418,514",
202505,301,Belgium,21,Liaoning Province,"4,714,025",
202505,301,Belgium,22,Jilin Province,"1,232,511",
202505,301,Belgium,23,Heilongjiang Province,"4,051,219",
202505,301,Belgium,31,Shanghai Province,"97,579,851",
